the_geom,cartodb_id,the_geom_webmercator,id,company,year,capacity,state,municipality,geocode,lat,long,resolution
0101000020E6100000AFCDC4D5FF204AC0B927C1C5B1A43BC0,127,0101000020110F000067521721F83056C1A5815E64F87148C1,RF127,OLFAR,2016,NA,RS,ERECHIM,4307005,-27.6433375927515,-52.2578074656443,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,1,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF001,ADM,2013,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,2,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF002,ADM,2013,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,3,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF003,ADM,2013,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E61000007AD516C6ECCB49C001C541ACEA263BC0,4,0101000020110F00004D436B2AB7E855C172709CA6A6F947C1,RF004,ADM,2013,NA,SC,JOAÇABA,4209003,-27.1520183239527,-51.5931632625097,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,5,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF005,ALGAR AGRO,2013,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000008E1DCEE20F9747C095B59A6EB87919C0,6,0101000020110F0000C2A06330FA0854C1D3DB354F57AE25C1,RF006,ALGAR AGRO,2013,NA,MA,PORTO FRANCO,2109007,-6.36886761492987,-47.1801723009513,MUNICIPALITY
0101000020E6100000FAC54D87D37649C09827BF31634836C0,7,0101000020110F000019F136F370A055C1F4C24434B26B43C1,RF007,AGROVIGNA,2013,NA,SP,RANCHARIA,3542206,-22.2827635852514,-50.9283303384545,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,8,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF008,BREJEIRO,2013,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,9,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF009,BREJEIRO,2013,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,10,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF010,BRF,2013,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,11,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF011,BUNGE,2013,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,12,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF012,BUNGE,2013,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,13,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF013,BUNGE,2013,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,14,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF014,BUNGE,2013,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E61000005CFF85869F3F4BC022C75F694FDD3BC0,15,0101000020110F00006EF44F20662457C119F0E4154EA848C1,RF015,CAMERA,2013,NA,RS,SANTA ROSA,4317202,-27.8644929751237,-54.4970558313641,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,16,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF016,CARAMURU,2013,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,17,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF017,CARGILL,2013,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,18,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF018,CARGILL,2013,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E6100000EBDFCFDE391C4BC0FA1A83E4DD312EC0,19,0101000020110F0000B0F3460F560657C16788E93E4BF239C1,RF019,CARGILL,2013,NA,MT,PRIMAVERA DO LESTE,5107040,-15.0973960313836,-54.2205160632146,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,20,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF020,CARGILL,2013,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000231DA4BC151B4AC0BA32EC34447034C0,21,0101000020110F000089818934F22B56C1E69B9A8D1FBD41C1,RF021,CARGILL,2013,NA,MS,TRÊS LAGOAS,5008305,-20.4385407520919,-52.2116008569085,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,22,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF022,CLARION,2013,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,23,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF023,COAMO,2013,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,24,0101000020110F0000F2509160711156C1343D4583817344C1,RF024,COCAMAR,2013,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,25,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF025,LUIS DREYFUS COMMODITIES,2013,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,26,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF026,LUIS DREYFUS COMMODITIES,2013,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,27,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF027,LUIS DREYFUS COMMODITIES,2013,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,28,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF028,COMIGO,2013,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,29,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF029,DUREINO,2013,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000008B51D869134B4BC09DF36753042B3CC0,30,0101000020110F0000E12AFA2D202E57C11A5EC8D80FF348C1,RF030,GIOVELLI,2013,NA,RS,GUARANI DAS MISSÕES,4309506,-28.1680347565449,-54.5865299516909,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,31,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF031,GRANOL,2013,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,32,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF032,GRANOL,2013,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,33,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF033,GRANOL,2013,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,34,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF034,IMCOPA,2013,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E61000008118FA7064A449C090A76AB3042E37C0,35,0101000020110F0000B1AAD2F623C755C1D109EDFF253F44C1,RF035,IMCOPA,2013,NA,PR,CAMBÉ,4103701,-23.1797592292201,-51.2843152257128,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,36,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF036,OLVEBRA,2013,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E6100000AFCDC4D5FF204AC0B927C1C5B1A43BC0,37,0101000020110F000067521721F83056C1A5815E64F87148C1,RF037,OLFAR,2013,NA,RS,ERECHIM,4307005,-27.6433375927515,-52.2578074656443,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,38,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF038,OLVEBASA,2013,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,39,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF039,REFINO DE OLEOS BRASIL,2013,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,40,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF040,SINA,2013,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E61000006F6C059E55CF49C0B8AD9ECEAB7A36C0,41,0101000020110F0000515FD1789CEB55C105C34E8CE19943C1,RF041,SINA,2013,NA,SP,PIRAPOZINHO,3539202,-22.4791840684317,-51.6198003317339,MUNICIPALITY
0101000020E6100000CCAD76C318A348C09797CF92B1A430C0,42,0101000020110F0000AA3353869EEC54C1A5B82B4732AD3CC1,RF042,UNILEVER BESTFOOD,2013,NA,GO,GOIÂNIA,5208707,-16.643334556276,-49.2741932229506,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,43,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF043,VIDA ALIMENTOS,2013,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,44,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF044,ADM,2015,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,45,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF045,ADM,2015,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,46,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF046,ADM,2015,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,47,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF047,ALGAR AGRO,2015,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000008E1DCEE20F9747C095B59A6EB87919C0,48,0101000020110F0000C2A06330FA0854C1D3DB354F57AE25C1,RF048,ALGAR AGRO,2015,NA,MA,PORTO FRANCO,2109007,-6.36886761492987,-47.1801723009513,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,49,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF049,BREJEIRO,2015,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,50,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF050,BREJEIRO,2015,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,51,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF051,BUNGE,2015,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,52,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF052,BUNGE,2015,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,53,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF053,BUNGE,2015,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,54,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF054,BUNGE,2015,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E61000005CFF85869F3F4BC022C75F694FDD3BC0,55,0101000020110F00006EF44F20662457C119F0E4154EA848C1,RF055,CAMERA,2015,NA,RS,SANTA ROSA,4317202,-27.8644929751237,-54.4970558313641,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,56,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF056,CARAMURU,2015,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,57,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF057,CARGILL,2015,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,58,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF058,CARGILL,2015,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E6100000EBDFCFDE391C4BC0FA1A83E4DD312EC0,59,0101000020110F0000B0F3460F560657C16788E93E4BF239C1,RF059,CARGILL,2015,NA,MT,PRIMAVERA DO LESTE,5107040,-15.0973960313836,-54.2205160632146,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,60,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF060,CARGILL,2015,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,61,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF061,CLARION,2015,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,62,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF062,COAMO,2015,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,63,0101000020110F0000F2509160711156C1343D4583817344C1,RF063,COCAMAR,2015,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E6100000317CEAB58B4343C098E69F4506490EC0,64,0101000020110F000058F28D045D5C50C18AEA213A71BD19C1,RF064,COCENTRAL,2015,NA,CE,FORTALEZA,2304400,-3.78565649408558,-38.5277011294314,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,65,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF065,COMIGO,2015,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000004A964589EB9947C06C5BA865271B37C0,66,0101000020110F0000AAD86E94670B54C1A7322286B92D44C1,RF066,CRISTA,2015,NA,SP,INDAIATUBA,3520509,-23.1060699020413,-47.202500494936,MUNICIPALITY
0101000020E61000006DC306C999B04AC0B7D6705C830739C0,67,0101000020110F00003024AD10EEAA56C1B6D05FE8BAF745C1,RF067,DIPLOMATA,2015,NA,PR,CASCAVEL,4104808,-25.0293481612668,-53.3796931536698,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,68,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF068,DUREINO,2015,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,69,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF069,GRANOL,2015,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,70,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF070,GRANOL,2015,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,71,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF071,GRANOL,2015,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000008118FA7064A449C090A76AB3042E37C0,72,0101000020110F0000B1AAD2F623C755C1D109EDFF253F44C1,RF072,GRANOSUL,2015,NA,PR,CAMBÉ,4103701,-23.1797592292201,-51.2843152257128,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,73,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF073,IMCOPA,2015,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E61000008118FA7064A449C090A76AB3042E37C0,74,0101000020110F0000B1AAD2F623C755C1D109EDFF253F44C1,RF074,IMCOPA,2015,NA,PR,CAMBÉ,4103701,-23.1797592292201,-51.2843152257128,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,75,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF075,LUIS DREYFUS COMMODITIES,2015,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,76,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF076,LUIS DREYFUS COMMODITIES,2015,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,77,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF077,LUIS DREYFUS COMMODITIES,2015,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000317CEAB58B4343C098E69F4506490EC0,78,0101000020110F000058F28D045D5C50C18AEA213A71BD19C1,RF078,M. DIAS BRANCO,2015,NA,CE,FORTALEZA,2304400,-3.78565649408558,-38.5277011294314,MUNICIPALITY
0101000020E6100000AFCDC4D5FF204AC0B927C1C5B1A43BC0,79,0101000020110F000067521721F83056C1A5815E64F87148C1,RF079,OLFAR,2015,NA,RS,ERECHIM,4307005,-27.6433375927515,-52.2578074656443,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,80,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF080,OLVEBRA,2015,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E61000000EDD693DCC1F4EC027800169F53028C0,81,0101000020110F00002A88C5DEA19559C1079FDBC730B334C1,RF081,PORTAL,2015,NA,RO,VILHENA,1100304,-12.0956223310787,-60.2484204070007,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,82,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF082,REFINO DE OLEOS BRASIL,2015,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,83,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF083,SINA,2015,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E61000006F6C059E55CF49C0B8AD9ECEAB7A36C0,84,0101000020110F0000515FD1789CEB55C105C34E8CE19943C1,RF084,SINA,2015,NA,SP,PIRAPOZINHO,3539202,-22.4791840684317,-51.6198003317339,MUNICIPALITY
0101000020E61000002788E810434944C09BAA1E8D220A22C0,85,0101000020110F0000CB6A6797A33A51C1EF23094AF8C42EC1,RF085,SOJANOSSA,2015,NA,PE,PETROLINA,2611101,-9.01979485511156,-40.5723591933641,MUNICIPALITY
0101000020E6100000563BAD73616848C0634E248D508C35C0,86,0101000020110F000069CE4E6DC0BA54C117555FB885BF42C1,RF086,TRIANGULO,2015,NA,SP,ITÁPOLIS,3522703,-21.5481041158331,-48.8154739948138,MUNICIPALITY
0101000020E6100000CCAD76C318A348C09797CF92B1A430C0,87,0101000020110F0000AA3353869EEC54C1A5B82B4732AD3CC1,RF087,UNILEVER BESTFOOD,2015,NA,GO,GOIÂNIA,5208707,-16.643334556276,-49.2741932229506,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,88,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF088,VIDA ALIMENTOS,2015,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,89,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF089,ADM,2016,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,90,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF090,ADM,2016,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,91,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF091,ADM,2016,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E61000008E1DCEE20F9747C095B59A6EB87919C0,92,0101000020110F0000C2A06330FA0854C1D3DB354F57AE25C1,RF092,ALGAR AGRO,2016,NA,MA,PORTO FRANCO,2109007,-6.36886761492987,-47.1801723009513,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,93,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF093,ALGAR AGRO,2016,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,94,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF094,BREJEIRO,2016,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,95,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF095,BREJEIRO,2016,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,96,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF096,BUNGE,2016,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,97,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF097,BUNGE,2016,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,98,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF098,BUNGE,2016,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,99,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF099,BUNGE,2016,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,100,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF100,BUNGE,2016,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000006FBD79A79F7B48C011BF4CCD56EE3AC0,101,0101000020110F0000AEC88E4018CB54C1FBAB00A0B3C347C1,RF101,BUNGE,2016,NA,SC,GASPAR,4205902,-26.9310119926805,-48.9658097595628,MUNICIPALITY
0101000020E61000005CFF85869F3F4BC022C75F694FDD3BC0,102,0101000020110F00006EF44F20662457C119F0E4154EA848C1,RF102,CAMERA,2016,NA,RS,SANTA ROSA,4317202,-27.8644929751237,-54.4970558313641,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,103,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF103,CARAMURU,2016,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,104,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF104,CARGILL,2016,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,105,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF105,CARGILL,2016,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,106,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF106,CARGILL,2016,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000EBDFCFDE391C4BC0FA1A83E4DD312EC0,107,0101000020110F0000B0F3460F560657C16788E93E4BF239C1,RF107,CARGILL,2016,NA,MT,PRIMAVERA DO LESTE,5107040,-15.0973960313836,-54.2205160632146,MUNICIPALITY
0101000020E6100000535E4B07599D47C0F03E60BE098237C0,108,0101000020110F0000138093D5500E54C1C8F53A51DE8C44C1,RF108,CARGILL,2016,NA,SP,MAIRINQUE,3528403,-23.5079611763931,-47.2292794340143,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,109,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF109,CARGILL,2016,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,110,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF110,CLARION,2016,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
